SSID,date,nb_idp,name,lat,long
BGI_S041,01/11/2015,113,St Joseph de Mukassa ,4.36841137637485,18.5244567986388
BGI_S053,01/11/2015,0,Quartier Votongbo2,0,0
BGI_S042,01/11/2015,57,St Mathias,4.37694217590886,18.5354531269865
BGI_S044,01/11/2015,118,St. Jacques de Kpetene,4.36485999681403,18.5455600532004
BGI_S059,01/11/2015,577,Mosquee Central,0,0
BGI_S067,01/11/2015,3350,St Sauveur,0,0
BGI_S068,01/11/2015,4711,Centre Jean 23,0,0
BGI_S069,01/11/2015,805,eglise Four Square,0,0
BGI_S079,01/11/2015,78,Maison micheline,0,0
BGI_S080,01/11/2015,0,Pere Comboniens / St Joseph de Bimbo,0,0
BGI_S083,01/11/2015,39,Eglise Evangelique Lutherienne,0,0
BGI_S098,01/11/2015,92,Capucins,0,0
BGI_S102,01/11/2015,98,Complex Scolaire Adventiste,0,0
BGI_S103,01/11/2015,800,Complexe P_dagogique Bethanie,0,0
BGI_S104,01/11/2015,2245,Sanctuaire du Benzvi,0,0
BGI_S108,01/11/2015,0,0,0,0
BGI_S110,01/11/2015,0,0,0,0
BGI_S111,01/11/2015,0,ND Chartres,0,0
BGI_S112,01/11/2015,274,Ecole Koudoukou,0,0
BGI_S113,01/11/2015,0,#N/A,0,0
BGI_S114,01/11/2015,0,Eglise Apostolique Gbere,0,0
BGI_S119,01/11/2015,370,#N/A,0,0
BGI_S120,01/11/2015,60,#N/A,0,0
BGI_S121,01/11/2015,370,#N/A,0,0
BGI_S122,01/11/2015,,#N/A,0,0
BGI_S001,02/11/2015,7312,A_roport,4.39711463562374,18.5272680136985
BGI_S002,02/11/2015,594,Communaute des Ap™tres de Jesus Crucifi_ / Centre de Sante Padre Pio ,4.34953325000236,18.5206669624847
BGI_S009,02/11/2015,43,Don Bosco / Damala ,4.40464110752145,18.5317109328621
BGI_S011,02/11/2015,0,Eglise des Frères Castors,4.37667004156725,18.5485102341563
BGI_S015,02/11/2015,100,Eglise Notre de Dame de Fatima,4.36463270415322,18.536601961878
BGI_S017,02/11/2015,3020,Faculte de Theologie (FATEB),4.37325658373089,18.5646784490291
BGI_S020,02/11/2015,83,Grand s_minaire St Marc de Bimbo ,4.33792450484305,18.5320811550003
BGI_S029,02/11/2015,1450,Mission Carmel,4.3500077746735,18.5121446837636
BGI_S030,02/11/2015,0,Mission St Charles Luanga,4.35921432841101,18.564827722256
BGI_S034,02/11/2015,0,Paroisse Sainte Trinit_ des Castors,4.37682021861228,18.5482906945112
BGI_S038,02/11/2015,150,Saint Antoine de Padoue,4.33017993588909,18.5298564299949
BGI_S039,02/11/2015,0,Saint Jean de Galabadja,4.41470865268185,18.5400632799663
BGI_S041,02/11/2015,113,St Joseph de Mukassa ,4.36841137637485,18.5244567986388
BGI_S053,02/11/2015,0,Quartier Votongbo2,0,0
BGI_S042,02/11/2015,57,St Mathias,4.37694217590886,18.5354531269865
BGI_S044,02/11/2015,118,St. Jacques de Kpetene,4.36485999681403,18.5455600532004
BGI_S059,02/11/2015,577,Mosquee Central,0,0
BGI_S067,02/11/2015,3350,St Sauveur,0,0
BGI_S068,02/11/2015,4711,Centre Jean 23,0,0
BGI_S069,02/11/2015,805,eglise Four Square,0,0
BGI_S079,02/11/2015,83,Maison micheline,0,0
BGI_S080,02/11/2015,0,Pere Comboniens / St Joseph de Bimbo,0,0
BGI_S083,02/11/2015,39,Eglise Evangelique Lutherienne,0,0
BGI_S098,02/11/2015,92,Capucins,0,0
BGI_S102,02/11/2015,98,Complex Scolaire Adventiste,0,0
BGI_S103,02/11/2015,800,Complexe P_dagogique Bethanie,0,0
BGI_S104,02/11/2015,2245,Sanctuaire du Benzvi,0,0
BGI_S108,02/11/2015,0,0,0,0
BGI_S110,02/11/2015,0,0,0,0
BGI_S111,02/11/2015,0,ND Chartres,0,0
BGI_S112,02/11/2015,274,Ecole Koudoukou,0,0
BGI_S113,02/11/2015,0,#N/A,0,0
BGI_S114,02/11/2015,0,Eglise Apostolique Gbere,0,0
BGI_S119,02/11/2015,370,#N/A,0,0
BGI_S120,02/11/2015,81,#N/A,0,0
BGI_S121,02/11/2015,370,#N/A,0,0
BGI_S122,02/11/2015,,#N/A,0,0
BGI_S001,03/11/2015,7312,A_roport,4.39711463562374,18.5272680136985
BGI_S002,03/11/2015,594,Communaute des Ap™tres de Jesus Crucifi_ / Centre de Sante Padre Pio ,4.34953325000236,18.5206669624847
BGI_S009,03/11/2015,43,Don Bosco / Damala ,4.40464110752145,18.5317109328621
BGI_S011,03/11/2015,0,Eglise des Frères Castors,4.37667004156725,18.5485102341563
BGI_S015,03/11/2015,100,Eglise Notre de Dame de Fatima,4.36463270415322,18.536601961878
BGI_S017,03/11/2015,3020,Faculte de Theologie (FATEB),4.37325658373089,18.5646784490291
BGI_S020,03/11/2015,83,Grand s_minaire St Marc de Bimbo ,4.33792450484305,18.5320811550003
BGI_S029,03/11/2015,1450,Mission Carmel,4.3500077746735,18.5121446837636
BGI_S030,03/11/2015,0,Mission St Charles Luanga,4.35921432841101,18.564827722256
BGI_S034,03/11/2015,0,Paroisse Sainte Trinit_ des Castors,4.37682021861228,18.5482906945112
BGI_S038,03/11/2015,150,Saint Antoine de Padoue,4.33017993588909,18.5298564299949
BGI_S039,03/11/2015,0,Saint Jean de Galabadja,4.41470865268185,18.5400632799663
BGI_S041,03/11/2015,113,St Joseph de Mukassa ,4.36841137637485,18.5244567986388
BGI_S053,03/11/2015,0,Quartier Votongbo2,0,0
BGI_S042,03/11/2015,57,St Mathias,4.37694217590886,18.5354531269865
BGI_S044,03/11/2015,118,St. Jacques de Kpetene,4.36485999681403,18.5455600532004
BGI_S059,03/11/2015,577,Mosquee Central,0,0
BGI_S067,03/11/2015,3350,St Sauveur,0,0
BGI_S068,03/11/2015,4711,Centre Jean 23,0,0
BGI_S069,03/11/2015,805,eglise Four Square,0,0
BGI_S079,03/11/2015,83,Maison micheline,0,0
BGI_S080,03/11/2015,0,Pere Comboniens / St Joseph de Bimbo,0,0
BGI_S083,03/11/2015,39,Eglise Evangelique Lutherienne,0,0
BGI_S098,03/11/2015,92,Capucins,0,0
BGI_S102,03/11/2015,98,Complex Scolaire Adventiste,0,0
BGI_S103,03/11/2015,800,Complexe P_dagogique Bethanie,0,0
BGI_S104,03/11/2015,2245,Sanctuaire du Benzvi,0,0
BGI_S108,03/11/2015,0,0,0,0
BGI_S110,03/11/2015,0,0,0,0
BGI_S111,03/11/2015,0,ND Chartres,0,0
BGI_S112,03/11/2015,274,Ecole Koudoukou,0,0
BGI_S113,03/11/2015,0,#N/A,0,0
BGI_S114,03/11/2015,0,Eglise Apostolique Gbere,0,0
BGI_S119,03/11/2015,370,#N/A,0,0
BGI_S120,03/11/2015,81,#N/A,0,0
BGI_S121,03/11/2015,370,#N/A,0,0
BGI_S122,03/11/2015,,#N/A,0,0
BGI_S001,04/11/2015,7312,A_roport,4.39711463562374,18.5272680136985
BGI_S002,04/11/2015,594,Communaute des Ap™tres de Jesus Crucifi_ / Centre de Sante Padre Pio ,4.34953325000236,18.5206669624847
BGI_S009,04/11/2015,43,Don Bosco / Damala ,4.40464110752145,18.5317109328621
BGI_S011,04/11/2015,0,Eglise des Frères Castors,4.37667004156725,18.5485102341563
BGI_S015,04/11/2015,100,Eglise Notre de Dame de Fatima,4.36463270415322,18.536601961878
BGI_S017,04/11/2015,3020,Faculte de Theologie (FATEB),4.37325658373089,18.5646784490291
BGI_S020,04/11/2015,83,Grand s_minaire St Marc de Bimbo ,4.33792450484305,18.5320811550003
BGI_S029,04/11/2015,1450,Mission Carmel,4.3500077746735,18.5121446837636
BGI_S030,04/11/2015,0,Mission St Charles Luanga,4.35921432841101,18.564827722256
BGI_S034,04/11/2015,0,Paroisse Sainte Trinit_ des Castors,4.37682021861228,18.5482906945112
BGI_S038,04/11/2015,150,Saint Antoine de Padoue,4.33017993588909,18.5298564299949
BGI_S039,04/11/2015,0,Saint Jean de Galabadja,4.41470865268185,18.5400632799663
BGI_S041,04/11/2015,113,St Joseph de Mukassa ,4.36841137637485,18.5244567986388
BGI_S053,04/11/2015,0,Quartier Votongbo2,0,0
BGI_S042,04/11/2015,57,St Mathias,4.37694217590886,18.5354531269865
BGI_S044,04/11/2015,118,St. Jacques de Kpetene,4.36485999681403,18.5455600532004
BGI_S059,04/11/2015,577,Mosquee Central,0,0
BGI_S067,04/11/2015,3350,St Sauveur,0,0
BGI_S068,04/11/2015,4711,Centre Jean 23,0,0
BGI_S069,04/11/2015,805,eglise Four Square,0,0
BGI_S079,04/11/2015,83,Maison micheline,0,0
BGI_S080,04/11/2015,0,Pere Comboniens / St Joseph de Bimbo,0,0
BGI_S083,04/11/2015,39,Eglise Evangelique Lutherienne,0,0
BGI_S098,04/11/2015,92,Capucins,0,0
BGI_S102,04/11/2015,98,Complex Scolaire Adventiste,0,0
BGI_S103,04/11/2015,800,Complexe P_dagogique Bethanie,0,0
BGI_S104,04/11/2015,2245,Sanctuaire du Benzvi,0,0
BGI_S108,04/11/2015,0,0,0,0
BGI_S110,04/11/2015,0,0,0,0
BGI_S111,04/11/2015,0,ND Chartres,0,0
BGI_S112,04/11/2015,274,Ecole Koudoukou,0,0
BGI_S113,04/11/2015,0,#N/A,0,0
BGI_S114,04/11/2015,0,Eglise Apostolique Gbere,0,0
BGI_S119,04/11/2015,370,#N/A,0,0
BGI_S120,04/11/2015,81,#N/A,0,0
BGI_S121,04/11/2015,370,#N/A,0,0
BGI_S122,04/11/2015,,#N/A,0,0
BGI_S001,05/11/2015,7312,A_roport,4.39711463562374,18.5272680136985
BGI_S002,05/11/2015,594,Communaute des Ap™tres de Jesus Crucifi_ / Centre de Sante Padre Pio ,4.34953325000236,18.5206669624847
BGI_S009,05/11/2015,43,Don Bosco / Damala ,4.40464110752145,18.5317109328621
BGI_S011,05/11/2015,0,Eglise des Frères Castors,4.37667004156725,18.5485102341563
BGI_S015,05/11/2015,100,Eglise Notre de Dame de Fatima,4.36463270415322,18.536601961878
BGI_S017,05/11/2015,3020,Faculte de Theologie (FATEB),4.37325658373089,18.5646784490291
BGI_S020,05/11/2015,83,Grand s_minaire St Marc de Bimbo ,4.33792450484305,18.5320811550003
BGI_S029,05/11/2015,1450,Mission Carmel,4.3500077746735,18.5121446837636
BGI_S030,05/11/2015,0,Mission St Charles Luanga,4.35921432841101,18.564827722256
BGI_S034,05/11/2015,0,Paroisse Sainte Trinit_ des Castors,4.37682021861228,18.5482906945112
BGI_S038,05/11/2015,150,Saint Antoine de Padoue,4.33017993588909,18.5298564299949
BGI_S039,05/11/2015,0,Saint Jean de Galabadja,4.41470865268185,18.5400632799663
BGI_S041,05/11/2015,113,St Joseph de Mukassa ,4.36841137637485,18.5244567986388
BGI_S053,05/11/2015,0,Quartier Votongbo2,0,0
BGI_S042,05/11/2015,57,St Mathias,4.37694217590886,18.5354531269865
BGI_S044,05/11/2015,118,St. Jacques de Kpetene,4.36485999681403,18.5455600532004
BGI_S059,05/11/2015,577,Mosquee Central,0,0
BGI_S067,05/11/2015,3350,St Sauveur,0,0
BGI_S068,05/11/2015,4711,Centre Jean 23,0,0
BGI_S069,05/11/2015,805,eglise Four Square,0,0
BGI_S079,05/11/2015,83,Maison micheline,0,0
BGI_S080,05/11/2015,0,Pere Comboniens / St Joseph de Bimbo,0,0
BGI_S083,05/11/2015,39,Eglise Evangelique Lutherienne,0,0
BGI_S098,05/11/2015,92,Capucins,0,0
BGI_S102,05/11/2015,98,Complex Scolaire Adventiste,0,0
BGI_S103,05/11/2015,800,Complexe P_dagogique Bethanie,0,0
BGI_S104,05/11/2015,2245,Sanctuaire du Benzvi,0,0
BGI_S108,05/11/2015,0,0,0,0
BGI_S110,05/11/2015,0,0,0,0
BGI_S111,05/11/2015,0,ND Chartres,0,0
BGI_S112,05/11/2015,274,Ecole Koudoukou,0,0
BGI_S113,05/11/2015,0,#N/A,0,0
BGI_S114,05/11/2015,0,Eglise Apostolique Gbere,0,0
BGI_S119,05/11/2015,370,#N/A,0,0
BGI_S120,05/11/2015,81,#N/A,0,0
BGI_S121,05/11/2015,370,#N/A,0,0
BGI_S122,05/11/2015,,#N/A,0,0
BGI_S001,06/11/2015,7312,A_roport,4.39711463562374,18.5272680136985
BGI_S002,06/11/2015,594,Communaute des Ap™tres de Jesus Crucifi_ / Centre de Sante Padre Pio ,4.34953325000236,18.5206669624847
BGI_S009,06/11/2015,43,Don Bosco / Damala ,4.40464110752145,18.5317109328621
BGI_S011,06/11/2015,0,Eglise des Frères Castors,4.37667004156725,18.5485102341563
BGI_S015,06/11/2015,100,Eglise Notre de Dame de Fatima,4.36463270415322,18.536601961878
BGI_S017,06/11/2015,3020,Faculte de Theologie (FATEB),4.37325658373089,18.5646784490291
BGI_S020,06/11/2015,83,Grand s_minaire St Marc de Bimbo ,4.33792450484305,18.5320811550003
BGI_S029,06/11/2015,1450,Mission Carmel,4.3500077746735,18.5121446837636
BGI_S030,06/11/2015,0,Mission St Charles Luanga,4.35921432841101,18.564827722256
BGI_S034,06/11/2015,0,Paroisse Sainte Trinit_ des Castors,4.37682021861228,18.5482906945112
BGI_S038,06/11/2015,150,Saint Antoine de Padoue,4.33017993588909,18.5298564299949
BGI_S039,06/11/2015,0,Saint Jean de Galabadja,4.41470865268185,18.5400632799663
BGI_S041,06/11/2015,113,St Joseph de Mukassa ,4.36841137637485,18.5244567986388
BGI_S053,06/11/2015,0,Quartier Votongbo2,0,0
BGI_S042,06/11/2015,57,St Mathias,4.37694217590886,18.5354531269865
BGI_S044,06/11/2015,118,St. Jacques de Kpetene,4.36485999681403,18.5455600532004
BGI_S059,06/11/2015,577,Mosquee Central,0,0
BGI_S067,06/11/2015,3350,St Sauveur,0,0
BGI_S068,06/11/2015,4711,Centre Jean 23,0,0
BGI_S069,06/11/2015,805,eglise Four Square,0,0
BGI_S079,06/11/2015,83,Maison micheline,0,0
BGI_S080,06/11/2015,0,Pere Comboniens / St Joseph de Bimbo,0,0
BGI_S083,06/11/2015,39,Eglise Evangelique Lutherienne,0,0
BGI_S098,06/11/2015,92,Capucins,0,0
BGI_S102,06/11/2015,98,Complex Scolaire Adventiste,0,0
BGI_S103,06/11/2015,800,Complexe P_dagogique Bethanie,0,0
BGI_S104,06/11/2015,2245,Sanctuaire du Benzvi,0,0
BGI_S108,06/11/2015,0,0,0,0
BGI_S110,06/11/2015,0,0,0,0
BGI_S111,06/11/2015,0,ND Chartres,0,0
BGI_S112,06/11/2015,274,Ecole Koudoukou,0,0
BGI_S113,06/11/2015,0,#N/A,0,0
BGI_S114,06/11/2015,0,Eglise Apostolique Gbere,0,0
BGI_S119,06/11/2015,370,#N/A,0,0
BGI_S120,06/11/2015,81,#N/A,0,0
BGI_S121,06/11/2015,370,#N/A,0,0
BGI_S122,06/11/2015,,#N/A,0,0
BGI_S001,07/11/2015,7312,A_roport,4.39711463562374,18.5272680136985
BGI_S002,07/11/2015,594,Communaute des Ap™tres de Jesus Crucifi_ / Centre de Sante Padre Pio ,4.34953325000236,18.5206669624847
BGI_S009,07/11/2015,43,Don Bosco / Damala ,4.40464110752145,18.5317109328621
BGI_S011,07/11/2015,0,Eglise des Frères Castors,4.37667004156725,18.5485102341563
BGI_S015,07/11/2015,100,Eglise Notre de Dame de Fatima,4.36463270415322,18.536601961878
BGI_S017,07/11/2015,3020,Faculte de Theologie (FATEB),4.37325658373089,18.5646784490291
BGI_S020,07/11/2015,83,Grand s_minaire St Marc de Bimbo ,4.33792450484305,18.5320811550003
BGI_S029,07/11/2015,1450,Mission Carmel,4.3500077746735,18.5121446837636
BGI_S030,07/11/2015,0,Mission St Charles Luanga,4.35921432841101,18.564827722256
BGI_S034,07/11/2015,0,Paroisse Sainte Trinit_ des Castors,4.37682021861228,18.5482906945112
BGI_S038,07/11/2015,150,Saint Antoine de Padoue,4.33017993588909,18.5298564299949
BGI_S039,07/11/2015,0,Saint Jean de Galabadja,4.41470865268185,18.5400632799663
BGI_S041,07/11/2015,113,St Joseph de Mukassa ,4.36841137637485,18.5244567986388
BGI_S053,07/11/2015,0,Quartier Votongbo2,0,0
BGI_S042,07/11/2015,57,St Mathias,4.37694217590886,18.5354531269865
BGI_S044,07/11/2015,118,St. Jacques de Kpetene,4.36485999681403,18.5455600532004
BGI_S059,07/11/2015,577,Mosquee Central,0,0
BGI_S067,07/11/2015,3350,St Sauveur,0,0
BGI_S068,07/11/2015,4711,Centre Jean 23,0,0
BGI_S069,07/11/2015,805,eglise Four Square,0,0
BGI_S079,07/11/2015,83,Maison micheline,0,0
BGI_S080,07/11/2015,0,Pere Comboniens / St Joseph de Bimbo,0,0
BGI_S083,07/11/2015,39,Eglise Evangelique Lutherienne,0,0
BGI_S098,07/11/2015,92,Capucins,0,0
BGI_S102,07/11/2015,98,Complex Scolaire Adventiste,0,0
BGI_S103,07/11/2015,800,Complexe P_dagogique Bethanie,0,0
BGI_S104,07/11/2015,2245,Sanctuaire du Benzvi,0,0
BGI_S108,07/11/2015,0,0,0,0
BGI_S110,07/11/2015,0,0,0,0
BGI_S111,07/11/2015,0,ND Chartres,0,0
BGI_S112,07/11/2015,274,Ecole Koudoukou,0,0
BGI_S113,07/11/2015,0,#N/A,0,0
BGI_S114,07/11/2015,0,Eglise Apostolique Gbere,0,0
BGI_S119,07/11/2015,370,#N/A,0,0
BGI_S120,07/11/2015,81,#N/A,0,0
BGI_S121,07/11/2015,370,#N/A,0,0
BGI_S122,07/11/2015,,#N/A,0,0
BGI_S001,08/11/2015,7312,A_roport,4.39711463562374,18.5272680136985
BGI_S002,08/11/2015,594,Communaute des Ap™tres de Jesus Crucifi_ / Centre de Sante Padre Pio ,4.34953325000236,18.5206669624847
BGI_S009,08/11/2015,43,Don Bosco / Damala ,4.40464110752145,18.5317109328621
BGI_S011,08/11/2015,0,Eglise des Frères Castors,4.37667004156725,18.5485102341563
BGI_S015,08/11/2015,100,Eglise Notre de Dame de Fatima,4.36463270415322,18.536601961878
BGI_S017,08/11/2015,3020,Faculte de Theologie (FATEB),4.37325658373089,18.5646784490291
BGI_S020,08/11/2015,83,Grand s_minaire St Marc de Bimbo ,4.33792450484305,18.5320811550003
BGI_S029,08/11/2015,1450,Mission Carmel,4.3500077746735,18.5121446837636
BGI_S030,08/11/2015,0,Mission St Charles Luanga,4.35921432841101,18.564827722256
BGI_S034,08/11/2015,0,Paroisse Sainte Trinit_ des Castors,4.37682021861228,18.5482906945112
BGI_S038,08/11/2015,150,Saint Antoine de Padoue,4.33017993588909,18.5298564299949
BGI_S039,08/11/2015,0,Saint Jean de Galabadja,4.41470865268185,18.5400632799663
BGI_S041,08/11/2015,113,St Joseph de Mukassa ,4.36841137637485,18.5244567986388
BGI_S053,08/11/2015,0,Quartier Votongbo2,0,0
BGI_S042,08/11/2015,57,St Mathias,4.37694217590886,18.5354531269865
BGI_S044,08/11/2015,118,St. Jacques de Kpetene,4.36485999681403,18.5455600532004
BGI_S059,08/11/2015,577,Mosquee Central,0,0
BGI_S067,08/11/2015,3350,St Sauveur,0,0
BGI_S068,08/11/2015,4711,Centre Jean 23,0,0
BGI_S069,08/11/2015,805,eglise Four Square,0,0
BGI_S079,08/11/2015,83,Maison micheline,0,0
BGI_S080,08/11/2015,0,Pere Comboniens / St Joseph de Bimbo,0,0
BGI_S083,08/11/2015,39,Eglise Evangelique Lutherienne,0,0
BGI_S098,08/11/2015,92,Capucins,0,0
BGI_S102,08/11/2015,98,Complex Scolaire Adventiste,0,0
BGI_S103,08/11/2015,800,Complexe P_dagogique Bethanie,0,0
BGI_S104,08/11/2015,2245,Sanctuaire du Benzvi,0,0
BGI_S108,08/11/2015,0,0,0,0
BGI_S110,08/11/2015,0,0,0,0
BGI_S111,08/11/2015,0,ND Chartres,0,0
BGI_S112,08/11/2015,274,Ecole Koudoukou,0,0
BGI_S113,08/11/2015,0,#N/A,0,0
BGI_S114,08/11/2015,0,Eglise Apostolique Gbere,0,0
BGI_S119,08/11/2015,370,#N/A,0,0
BGI_S120,08/11/2015,81,#N/A,0,0
BGI_S121,08/11/2015,370,#N/A,0,0
