SSID,date,nb_idp,name,lat,long
BGI_S041,24/10/2015,113,St Joseph de Mukassa ,4.36841137637485,18.5244567986388
BGI_S053,24/10/2015,0,Quartier Votongbo2,0,0
BGI_S042,24/10/2015,57,St Mathias,4.37694217590886,18.5354531269865
BGI_S044,24/10/2015,118,St. Jacques de Kpetene,4.36485999681403,18.5455600532004
BGI_S059,24/10/2015,577,Mosquee Central,0,0
BGI_S067,24/10/2015,3300,St Sauveur,0,0
BGI_S068,24/10/2015,4711,Centre Jean 23,0,0
BGI_S069,24/10/2015,775,eglise Four Square,0,0
BGI_S079,24/10/2015,20,Maison micheline,0,0
BGI_S080,24/10/2015,0,Pere Comboniens / St Joseph de Bimbo,0,0
BGI_S083,24/10/2015,39,Eglise Evangelique Lutherienne,0,0
BGI_S098,24/10/2015,0,Capucins,0,0
BGI_S102,24/10/2015,98,Complex Scolaire Adventiste,0,0
BGI_S103,24/10/2015,713,Complexe P_dagogique Bethanie,0,0
BGI_S104,24/10/2015,1685,Sanctuaire du Benzvi,0,0
BGI_S108,24/10/2015,0,0,0,0
BGI_S110,24/10/2015,0,0,0,0
BGI_S111,24/10/2015,149,ND Chartres,0,0
BGI_S112,24/10/2015,24,Ecole Koudoukou,0,0
BGI_S113,24/10/2015,0,#N/A,0,0
BGI_S114,24/10/2015,0,Eglise Apostolique Gbere,0,0
BGI_S119,24/10/2015,,#N/A,0,0
BGI_S120,24/10/2015,,#N/A,0,0
BGI_S121,24/10/2015,,#N/A,0,0
BGI_S122,24/10/2015,,#N/A,0,0
BGI_S001,25/10/2015,7312,A_roport,4.39711463562374,18.5272680136985
BGI_S002,25/10/2015,87,Communaute des Ap™tres de Jesus Crucifi_ / Centre de Sante Padre Pio ,4.34953325000236,18.5206669624847
BGI_S009,25/10/2015,43,Don Bosco / Damala ,4.40464110752145,18.5317109328621
BGI_S011,25/10/2015,0,Eglise des Frères Castors,4.37667004156725,18.5485102341563
BGI_S015,25/10/2015,100,Eglise Notre de Dame de Fatima,4.36463270415322,18.536601961878
BGI_S017,25/10/2015,3020,Faculte de Theologie (FATEB),4.37325658373089,18.5646784490291
BGI_S020,25/10/2015,83,Grand s_minaire St Marc de Bimbo ,4.33792450484305,18.5320811550003
BGI_S029,25/10/2015,384,Mission Carmel,4.3500077746735,18.5121446837636
BGI_S030,25/10/2015,0,Mission St Charles Luanga,4.35921432841101,18.564827722256
BGI_S034,25/10/2015,0,Paroisse Sainte Trinit_ des Castors,4.37682021861228,18.5482906945112
BGI_S038,25/10/2015,45,Saint Antoine de Padoue,4.33017993588909,18.5298564299949
BGI_S039,25/10/2015,0,Saint Jean de Galabadja,4.41470865268185,18.5400632799663
BGI_S041,25/10/2015,113,St Joseph de Mukassa ,4.36841137637485,18.5244567986388
BGI_S053,25/10/2015,0,Quartier Votongbo2,0,0
BGI_S042,25/10/2015,57,St Mathias,4.37694217590886,18.5354531269865
BGI_S044,25/10/2015,118,St. Jacques de Kpetene,4.36485999681403,18.5455600532004
BGI_S059,25/10/2015,577,Mosquee Central,0,0
BGI_S067,25/10/2015,3300,St Sauveur,0,0
BGI_S068,25/10/2015,4711,Centre Jean 23,0,0
BGI_S069,25/10/2015,775,eglise Four Square,0,0
BGI_S079,25/10/2015,20,Maison micheline,0,0
BGI_S080,25/10/2015,0,Pere Comboniens / St Joseph de Bimbo,0,0
BGI_S083,25/10/2015,39,Eglise Evangelique Lutherienne,0,0
BGI_S098,25/10/2015,0,Capucins,0,0
BGI_S102,25/10/2015,98,Complex Scolaire Adventiste,0,0
BGI_S103,25/10/2015,713,Complexe P_dagogique Bethanie,0,0
BGI_S104,25/10/2015,1685,Sanctuaire du Benzvi,0,0
BGI_S108,25/10/2015,0,0,0,0
BGI_S110,25/10/2015,0,0,0,0
BGI_S111,25/10/2015,149,ND Chartres,0,0
BGI_S112,25/10/2015,24,Ecole Koudoukou,0,0
BGI_S113,25/10/2015,0,#N/A,0,0
BGI_S114,25/10/2015,0,Eglise Apostolique Gbere,0,0
BGI_S119,25/10/2015,,#N/A,0,0
BGI_S120,25/10/2015,,#N/A,0,0
BGI_S121,25/10/2015,,#N/A,0,0
BGI_S122,25/10/2015,,#N/A,0,0
BGI_S001,26/10/2015,7312,A_roport,4.39711463562374,18.5272680136985
BGI_S002,26/10/2015,87,Communaute des Ap™tres de Jesus Crucifi_ / Centre de Sante Padre Pio ,4.34953325000236,18.5206669624847
BGI_S009,26/10/2015,43,Don Bosco / Damala ,4.40464110752145,18.5317109328621
BGI_S011,26/10/2015,0,Eglise des Frères Castors,4.37667004156725,18.5485102341563
BGI_S015,26/10/2015,100,Eglise Notre de Dame de Fatima,4.36463270415322,18.536601961878
BGI_S017,26/10/2015,3020,Faculte de Theologie (FATEB),4.37325658373089,18.5646784490291
BGI_S020,26/10/2015,83,Grand s_minaire St Marc de Bimbo ,4.33792450484305,18.5320811550003
BGI_S029,26/10/2015,384,Mission Carmel,4.3500077746735,18.5121446837636
BGI_S030,26/10/2015,0,Mission St Charles Luanga,4.35921432841101,18.564827722256
BGI_S034,26/10/2015,0,Paroisse Sainte Trinit_ des Castors,4.37682021861228,18.5482906945112
BGI_S038,26/10/2015,45,Saint Antoine de Padoue,4.33017993588909,18.5298564299949
BGI_S039,26/10/2015,0,Saint Jean de Galabadja,4.41470865268185,18.5400632799663
BGI_S041,26/10/2015,113,St Joseph de Mukassa ,4.36841137637485,18.5244567986388
BGI_S053,26/10/2015,0,Quartier Votongbo2,0,0
BGI_S042,26/10/2015,57,St Mathias,4.37694217590886,18.5354531269865
BGI_S044,26/10/2015,118,St. Jacques de Kpetene,4.36485999681403,18.5455600532004
BGI_S059,26/10/2015,577,Mosquee Central,0,0
BGI_S067,26/10/2015,3300,St Sauveur,0,0
BGI_S068,26/10/2015,4711,Centre Jean 23,0,0
BGI_S069,26/10/2015,775,eglise Four Square,0,0
BGI_S079,26/10/2015,20,Maison micheline,0,0
BGI_S080,26/10/2015,0,Pere Comboniens / St Joseph de Bimbo,0,0
BGI_S083,26/10/2015,39,Eglise Evangelique Lutherienne,0,0
BGI_S098,26/10/2015,0,Capucins,0,0
BGI_S102,26/10/2015,98,Complex Scolaire Adventiste,0,0
BGI_S103,26/10/2015,713,Complexe P_dagogique Bethanie,0,0
BGI_S104,26/10/2015,1685,Sanctuaire du Benzvi,0,0
BGI_S108,26/10/2015,0,0,0,0
BGI_S110,26/10/2015,0,0,0,0
BGI_S111,26/10/2015,149,ND Chartres,0,0
BGI_S112,26/10/2015,24,Ecole Koudoukou,0,0
BGI_S113,26/10/2015,0,#N/A,0,0
BGI_S114,26/10/2015,0,Eglise Apostolique Gbere,0,0
BGI_S119,26/10/2015,122,#N/A,0,0
BGI_S120,26/10/2015,,#N/A,0,0
BGI_S121,26/10/2015,,#N/A,0,0
BGI_S122,26/10/2015,,#N/A,0,0
BGI_S001,27/10/2015,7312,A_roport,4.39711463562374,18.5272680136985
BGI_S002,27/10/2015,87,Communaute des Ap™tres de Jesus Crucifi_ / Centre de Sante Padre Pio ,4.34953325000236,18.5206669624847
BGI_S009,27/10/2015,43,Don Bosco / Damala ,4.40464110752145,18.5317109328621
BGI_S011,27/10/2015,0,Eglise des Frères Castors,4.37667004156725,18.5485102341563
BGI_S015,27/10/2015,100,Eglise Notre de Dame de Fatima,4.36463270415322,18.536601961878
BGI_S017,27/10/2015,3020,Faculte de Theologie (FATEB),4.37325658373089,18.5646784490291
BGI_S020,27/10/2015,83,Grand s_minaire St Marc de Bimbo ,4.33792450484305,18.5320811550003
BGI_S029,27/10/2015,384,Mission Carmel,4.3500077746735,18.5121446837636
BGI_S030,27/10/2015,0,Mission St Charles Luanga,4.35921432841101,18.564827722256
BGI_S034,27/10/2015,0,Paroisse Sainte Trinit_ des Castors,4.37682021861228,18.5482906945112
BGI_S038,27/10/2015,45,Saint Antoine de Padoue,4.33017993588909,18.5298564299949
BGI_S039,27/10/2015,0,Saint Jean de Galabadja,4.41470865268185,18.5400632799663
BGI_S041,27/10/2015,113,St Joseph de Mukassa ,4.36841137637485,18.5244567986388
BGI_S053,27/10/2015,0,Quartier Votongbo2,0,0
BGI_S042,27/10/2015,57,St Mathias,4.37694217590886,18.5354531269865
BGI_S044,27/10/2015,118,St. Jacques de Kpetene,4.36485999681403,18.5455600532004
BGI_S059,27/10/2015,577,Mosquee Central,0,0
BGI_S067,27/10/2015,3300,St Sauveur,0,0
BGI_S068,27/10/2015,4711,Centre Jean 23,0,0
BGI_S069,27/10/2015,775,eglise Four Square,0,0
BGI_S079,27/10/2015,20,Maison micheline,0,0
BGI_S080,27/10/2015,0,Pere Comboniens / St Joseph de Bimbo,0,0
BGI_S083,27/10/2015,39,Eglise Evangelique Lutherienne,0,0
BGI_S098,27/10/2015,0,Capucins,0,0
BGI_S102,27/10/2015,98,Complex Scolaire Adventiste,0,0
BGI_S103,27/10/2015,713,Complexe P_dagogique Bethanie,0,0
BGI_S104,27/10/2015,1685,Sanctuaire du Benzvi,0,0
BGI_S108,27/10/2015,0,0,0,0
BGI_S110,27/10/2015,0,0,0,0
BGI_S111,27/10/2015,149,ND Chartres,0,0
BGI_S112,27/10/2015,24,Ecole Koudoukou,0,0
BGI_S113,27/10/2015,0,#N/A,0,0
BGI_S114,27/10/2015,0,Eglise Apostolique Gbere,0,0
BGI_S119,27/10/2015,122,#N/A,0,0
BGI_S120,27/10/2015,,#N/A,0,0
BGI_S121,27/10/2015,,#N/A,0,0
BGI_S122,27/10/2015,,#N/A,0,0
BGI_S001,28/10/2015,7312,A_roport,4.39711463562374,18.5272680136985
BGI_S002,28/10/2015,87,Communaute des Ap™tres de Jesus Crucifi_ / Centre de Sante Padre Pio ,4.34953325000236,18.5206669624847
BGI_S009,28/10/2015,43,Don Bosco / Damala ,4.40464110752145,18.5317109328621
BGI_S011,28/10/2015,0,Eglise des Frères Castors,4.37667004156725,18.5485102341563
BGI_S015,28/10/2015,100,Eglise Notre de Dame de Fatima,4.36463270415322,18.536601961878
BGI_S017,28/10/2015,3020,Faculte de Theologie (FATEB),4.37325658373089,18.5646784490291
BGI_S020,28/10/2015,83,Grand s_minaire St Marc de Bimbo ,4.33792450484305,18.5320811550003
BGI_S029,28/10/2015,384,Mission Carmel,4.3500077746735,18.5121446837636
BGI_S030,28/10/2015,0,Mission St Charles Luanga,4.35921432841101,18.564827722256
BGI_S034,28/10/2015,0,Paroisse Sainte Trinit_ des Castors,4.37682021861228,18.5482906945112
BGI_S038,28/10/2015,45,Saint Antoine de Padoue,4.33017993588909,18.5298564299949
BGI_S039,28/10/2015,0,Saint Jean de Galabadja,4.41470865268185,18.5400632799663
BGI_S041,28/10/2015,113,St Joseph de Mukassa ,4.36841137637485,18.5244567986388
BGI_S053,28/10/2015,0,Quartier Votongbo2,0,0
BGI_S042,28/10/2015,57,St Mathias,4.37694217590886,18.5354531269865
BGI_S044,28/10/2015,118,St. Jacques de Kpetene,4.36485999681403,18.5455600532004
BGI_S059,28/10/2015,577,Mosquee Central,0,0
BGI_S067,28/10/2015,3300,St Sauveur,0,0
BGI_S068,28/10/2015,4711,Centre Jean 23,0,0
BGI_S069,28/10/2015,805,eglise Four Square,0,0
BGI_S079,28/10/2015,20,Maison micheline,0,0
BGI_S080,28/10/2015,0,Pere Comboniens / St Joseph de Bimbo,0,0
BGI_S083,28/10/2015,39,Eglise Evangelique Lutherienne,0,0
BGI_S098,28/10/2015,0,Capucins,0,0
BGI_S102,28/10/2015,98,Complex Scolaire Adventiste,0,0
BGI_S103,28/10/2015,713,Complexe P_dagogique Bethanie,0,0
BGI_S104,28/10/2015,2045,Sanctuaire du Benzvi,0,0
BGI_S108,28/10/2015,0,0,0,0
BGI_S110,28/10/2015,0,0,0,0
BGI_S111,28/10/2015,149,ND Chartres,0,0
BGI_S112,28/10/2015,24,Ecole Koudoukou,0,0
BGI_S113,28/10/2015,0,#N/A,0,0
BGI_S114,28/10/2015,0,Eglise Apostolique Gbere,0,0
BGI_S119,28/10/2015,122,#N/A,0,0
BGI_S120,28/10/2015,,#N/A,0,0
BGI_S121,28/10/2015,,#N/A,0,0
BGI_S122,28/10/2015,,#N/A,0,0
BGI_S001,29/10/2015,7312,A_roport,4.39711463562374,18.5272680136985
BGI_S002,29/10/2015,87,Communaute des Ap™tres de Jesus Crucifi_ / Centre de Sante Padre Pio ,4.34953325000236,18.5206669624847
BGI_S009,29/10/2015,43,Don Bosco / Damala ,4.40464110752145,18.5317109328621
BGI_S011,29/10/2015,0,Eglise des Frères Castors,4.37667004156725,18.5485102341563
BGI_S015,29/10/2015,100,Eglise Notre de Dame de Fatima,4.36463270415322,18.536601961878
BGI_S017,29/10/2015,3020,Faculte de Theologie (FATEB),4.37325658373089,18.5646784490291
BGI_S020,29/10/2015,83,Grand s_minaire St Marc de Bimbo ,4.33792450484305,18.5320811550003
BGI_S029,29/10/2015,384,Mission Carmel,4.3500077746735,18.5121446837636
BGI_S030,29/10/2015,0,Mission St Charles Luanga,4.35921432841101,18.564827722256
BGI_S034,29/10/2015,0,Paroisse Sainte Trinit_ des Castors,4.37682021861228,18.5482906945112
BGI_S038,29/10/2015,45,Saint Antoine de Padoue,4.33017993588909,18.5298564299949
BGI_S039,29/10/2015,0,Saint Jean de Galabadja,4.41470865268185,18.5400632799663
BGI_S041,29/10/2015,113,St Joseph de Mukassa ,4.36841137637485,18.5244567986388
BGI_S053,29/10/2015,0,Quartier Votongbo2,0,0
BGI_S042,29/10/2015,57,St Mathias,4.37694217590886,18.5354531269865
BGI_S044,29/10/2015,118,St. Jacques de Kpetene,4.36485999681403,18.5455600532004
BGI_S059,29/10/2015,577,Mosquee Central,0,0
BGI_S067,29/10/2015,3300,St Sauveur,0,0
BGI_S068,29/10/2015,4711,Centre Jean 23,0,0
BGI_S069,29/10/2015,805,eglise Four Square,0,0
BGI_S079,29/10/2015,20,Maison micheline,0,0
BGI_S080,29/10/2015,0,Pere Comboniens / St Joseph de Bimbo,0,0
BGI_S083,29/10/2015,39,Eglise Evangelique Lutherienne,0,0
BGI_S098,29/10/2015,0,Capucins,0,0
BGI_S102,29/10/2015,98,Complex Scolaire Adventiste,0,0
BGI_S103,29/10/2015,713,Complexe P_dagogique Bethanie,0,0
BGI_S104,29/10/2015,2045,Sanctuaire du Benzvi,0,0
BGI_S108,29/10/2015,0,0,0,0
BGI_S110,29/10/2015,0,0,0,0
BGI_S111,29/10/2015,149,ND Chartres,0,0
BGI_S112,29/10/2015,24,Ecole Koudoukou,0,0
BGI_S113,29/10/2015,0,#N/A,0,0
BGI_S114,29/10/2015,0,Eglise Apostolique Gbere,0,0
BGI_S119,29/10/2015,122,#N/A,0,0
BGI_S120,29/10/2015,,#N/A,0,0
BGI_S121,29/10/2015,,#N/A,0,0
BGI_S122,29/10/2015,,#N/A,0,0
BGI_S001,30/10/2015,7312,A_roport,4.39711463562374,18.5272680136985
BGI_S002,30/10/2015,594,Communaute des Ap™tres de Jesus Crucifi_ / Centre de Sante Padre Pio ,4.34953325000236,18.5206669624847
BGI_S009,30/10/2015,43,Don Bosco / Damala ,4.40464110752145,18.5317109328621
BGI_S011,30/10/2015,0,Eglise des Frères Castors,4.37667004156725,18.5485102341563
BGI_S015,30/10/2015,100,Eglise Notre de Dame de Fatima,4.36463270415322,18.536601961878
BGI_S017,30/10/2015,3020,Faculte de Theologie (FATEB),4.37325658373089,18.5646784490291
BGI_S020,30/10/2015,83,Grand s_minaire St Marc de Bimbo ,4.33792450484305,18.5320811550003
BGI_S029,30/10/2015,1450,Mission Carmel,4.3500077746735,18.5121446837636
BGI_S030,30/10/2015,0,Mission St Charles Luanga,4.35921432841101,18.564827722256
BGI_S034,30/10/2015,0,Paroisse Sainte Trinit_ des Castors,4.37682021861228,18.5482906945112
BGI_S038,30/10/2015,137,Saint Antoine de Padoue,4.33017993588909,18.5298564299949
BGI_S039,30/10/2015,0,Saint Jean de Galabadja,4.41470865268185,18.5400632799663
BGI_S041,30/10/2015,113,St Joseph de Mukassa ,4.36841137637485,18.5244567986388
BGI_S053,30/10/2015,0,Quartier Votongbo2,0,0
BGI_S042,30/10/2015,57,St Mathias,4.37694217590886,18.5354531269865
BGI_S044,30/10/2015,118,St. Jacques de Kpetene,4.36485999681403,18.5455600532004
BGI_S059,30/10/2015,577,Mosquee Central,0,0
BGI_S067,30/10/2015,3350,St Sauveur,0,0
BGI_S068,30/10/2015,4711,Centre Jean 23,0,0
BGI_S069,30/10/2015,805,eglise Four Square,0,0
BGI_S079,30/10/2015,51,Maison micheline,0,0
BGI_S080,30/10/2015,0,Pere Comboniens / St Joseph de Bimbo,0,0
BGI_S083,30/10/2015,39,Eglise Evangelique Lutherienne,0,0
BGI_S098,30/10/2015,92,Capucins,0,0
BGI_S102,30/10/2015,98,Complex Scolaire Adventiste,0,0
BGI_S103,30/10/2015,800,Complexe P_dagogique Bethanie,0,0
BGI_S104,30/10/2015,2045,Sanctuaire du Benzvi,0,0
BGI_S108,30/10/2015,0,0,0,0
BGI_S110,30/10/2015,0,0,0,0
BGI_S111,30/10/2015,0,ND Chartres,0,0
BGI_S112,30/10/2015,274,Ecole Koudoukou,0,0
BGI_S113,30/10/2015,0,#N/A,0,0
BGI_S114,30/10/2015,0,Eglise Apostolique Gbere,0,0
BGI_S119,30/10/2015,160,#N/A,0,0
BGI_S120,30/10/2015,81,#N/A,0,0
BGI_S121,30/10/2015,370,#N/A,0,0
BGI_S122,30/10/2015,,#N/A,0,0
BGI_S001,31/10/2015,7312,A_roport,4.39711463562374,18.5272680136985
BGI_S002,31/10/2015,594,Communaute des Ap™tres de Jesus Crucifi_ / Centre de Sante Padre Pio ,4.34953325000236,18.5206669624847
BGI_S009,31/10/2015,43,Don Bosco / Damala ,4.40464110752145,18.5317109328621
BGI_S011,31/10/2015,0,Eglise des Frères Castors,4.37667004156725,18.5485102341563
BGI_S015,31/10/2015,100,Eglise Notre de Dame de Fatima,4.36463270415322,18.536601961878
BGI_S017,31/10/2015,3020,Faculte de Theologie (FATEB),4.37325658373089,18.5646784490291
BGI_S020,31/10/2015,83,Grand s_minaire St Marc de Bimbo ,4.33792450484305,18.5320811550003
BGI_S029,31/10/2015,1450,Mission Carmel,4.3500077746735,18.5121446837636
BGI_S030,31/10/2015,0,Mission St Charles Luanga,4.35921432841101,18.564827722256
BGI_S034,31/10/2015,0,Paroisse Sainte Trinit_ des Castors,4.37682021861228,18.5482906945112
BGI_S038,31/10/2015,137,Saint Antoine de Padoue,4.33017993588909,18.5298564299949
BGI_S039,31/10/2015,0,Saint Jean de Galabadja,4.41470865268185,18.5400632799663
BGI_S041,31/10/2015,113,St Joseph de Mukassa ,4.36841137637485,18.5244567986388
BGI_S053,31/10/2015,0,Quartier Votongbo2,0,0
BGI_S042,31/10/2015,57,St Mathias,4.37694217590886,18.5354531269865
BGI_S044,31/10/2015,118,St. Jacques de Kpetene,4.36485999681403,18.5455600532004
BGI_S059,31/10/2015,577,Mosquee Central,0,0
BGI_S067,31/10/2015,3350,St Sauveur,0,0
BGI_S068,31/10/2015,4711,Centre Jean 23,0,0
BGI_S069,31/10/2015,805,eglise Four Square,0,0
BGI_S079,31/10/2015,78,Maison micheline,0,0
BGI_S080,31/10/2015,0,Pere Comboniens / St Joseph de Bimbo,0,0
BGI_S083,31/10/2015,39,Eglise Evangelique Lutherienne,0,0
BGI_S098,31/10/2015,92,Capucins,0,0
BGI_S102,31/10/2015,98,Complex Scolaire Adventiste,0,0
BGI_S103,31/10/2015,800,Complexe P_dagogique Bethanie,0,0
BGI_S104,31/10/2015,2245,Sanctuaire du Benzvi,0,0
BGI_S108,31/10/2015,0,0,0,0
BGI_S110,31/10/2015,0,0,0,0
BGI_S111,31/10/2015,0,ND Chartres,0,0
BGI_S112,31/10/2015,274,Ecole Koudoukou,0,0
BGI_S113,31/10/2015,0,#N/A,0,0
BGI_S114,31/10/2015,0,Eglise Apostolique Gbere,0,0
BGI_S119,31/10/2015,370,#N/A,0,0
BGI_S120,31/10/2015,60,#N/A,0,0
BGI_S121,31/10/2015,370,#N/A,0,0
BGI_S122,31/10/2015,,#N/A,0,0
BGI_S001,01/11/2015,7312,A_roport,4.39711463562374,18.5272680136985
BGI_S002,01/11/2015,594,Communaute des Ap™tres de Jesus Crucifi_ / Centre de Sante Padre Pio ,4.34953325000236,18.5206669624847
BGI_S009,01/11/2015,43,Don Bosco / Damala ,4.40464110752145,18.5317109328621
BGI_S011,01/11/2015,0,Eglise des Frères Castors,4.37667004156725,18.5485102341563
BGI_S015,01/11/2015,100,Eglise Notre de Dame de Fatima,4.36463270415322,18.536601961878
BGI_S017,01/11/2015,3020,Faculte de Theologie (FATEB),4.37325658373089,18.5646784490291
BGI_S020,01/11/2015,83,Grand s_minaire St Marc de Bimbo ,4.33792450484305,18.5320811550003
BGI_S029,01/11/2015,1450,Mission Carmel,4.3500077746735,18.5121446837636
BGI_S030,01/11/2015,0,Mission St Charles Luanga,4.35921432841101,18.564827722256
BGI_S034,01/11/2015,0,Paroisse Sainte Trinit_ des Castors,4.37682021861228,18.5482906945112
BGI_S038,01/11/2015,137,Saint Antoine de Padoue,4.33017993588909,18.5298564299949
BGI_S039,01/11/2015,0,Saint Jean de Galabadja,4.41470865268185,18.5400632799663
